transcript_id gene_symbol gene_id
FBtr0071066 unc-119 CG1659
FBtr0071067 CG11369 CG11369
FBtr0071068 ct CG11387
FBtr0071070 Hira CG12153
FBtr0071071 CG12155 CG12155
FBtr0071072 Rab39 CG12156
FBtr0071073 Tom40 CG12157
FBtr0071074 Tom40 CG12157
FBtr0071075 Ir7a CG12663
FBtr0071076 Pdp CG12151
FBtr0071077 NELF-B CG32721
FBtr0071078 CG15478 CG15478
FBtr0071079 CHES-1-like CG12690
FBtr0071081 CG12689 CG12689
FBtr0071083 CG32719 CG32719
FBtr0071087 Ir7c CG15324
FBtr0071089 p115 CG1422
FBtr0071090 bys CG1430
FBtr0071091 spidey CG1444
FBtr0071092 snz CG1514
FBtr0071093 Ykt6 CG1515
FBtr0071094 RpS14a CG1524
FBtr0071095 RpS14a CG1524
FBtr0071096 RpS14b CG1527
FBtr0071099 CG15330 CG15330
FBtr0071101 sn CG32858
FBtr0071102 sn CG32858
FBtr0071105 mys CG1560
FBtr0071106 CG1571 CG1571
FBtr0071107 Gclc CG2259
FBtr0071108 Gclc CG2259
FBtr0071109 CG2258 CG2258
FBtr0071110 CG2258 CG2258
FBtr0071111 CG2258 CG2258
FBtr0071112 UbcE2H CG2257
FBtr0071113 UbcE2H CG2257
FBtr0071114 UbcE2H CG2257
FBtr0071116 Ldsdh1 CG2254
FBtr0071117 Upf2 CG2253
FBtr0071118 fs(1)h CG2252
FBtr0071119 fs(1)h CG2252
FBtr0071120 fs(1)h CG2252
FBtr0071121 fs(1)h CG2252
FBtr0071122 fs(1)h CG2252
FBtr0071123 CG2233 CG2233
FBtr0071124 CG15333 CG15333
FBtr0071125 sws CG2212
FBtr0071126 sws CG2212
FBtr0071127 CG15332 CG15332
FBtr0071129 orion CG2206
FBtr0071130 orion CG2206
FBtr0071131 Dhdds CG10778
FBtr0071132 mahe CG10777
FBtr0071133 hdm CG15329
FBtr0071134 dpr14 CG10946
FBtr0071135 RpS6 CG10944
FBtr0071136 RpS6 CG10944
FBtr0071140 ND-MNLL CG18624
FBtr0071141 ND-MNLL CG18624
FBtr0071142 Nek2 CG17256
FBtr0071143 Acat1 CG10932
FBtr0071145 dec CG2175
FBtr0071146 dec CG2175
FBtr0071147 dec CG2175
FBtr0071150 CG10920 CG10920
FBtr0071151 CG1575 CG1575
FBtr0071152 CG2116 CG2116
FBtr0071153 CG10958 CG10958
FBtr0071155 CG2129 CG2129
FBtr0071157 CG10959 CG10959
FBtr0071158 CG18262 CG18262
FBtr0071160 CG15337 CG15337
FBtr0071166 CG2147 CG2147
FBtr0071167 Trxr-1 CG2151
FBtr0071168 Trxr-1 CG2151
FBtr0071169 Trxr-1 CG2151
FBtr0071170 CG1632 CG1632
FBtr0071171 CG1636 CG1636
FBtr0071173 CG1387 CG1387
FBtr0071174 CG10555 CG10555
FBtr0071175 PIG-T CG11190
FBtr0071178 CG15343 CG15343
FBtr0071179 Corp CG10965
FBtr0071180 ND-75 CG2286
FBtr0071181 ND-75 CG2286
FBtr0071183 sni CG10964
FBtr0071184 slpr CG2272
FBtr0071185 CG2278 CG2278
FBtr0071186 Or7a CG10759
FBtr0071187 CG10761 CG10761
FBtr0071188 Traf6 CG10961
FBtr0071189 Gbeta5 CG10763
FBtr0071190 alpha-PheRS CG2263
FBtr0071191 CG17982 CG17982
FBtr0071192 Smox CG2262
FBtr0071193 cyr CG15335
FBtr0071194 CG2260 CG2260
FBtr0071197 CG1440 CG1440
FBtr0071198 Es2 CG1474
FBtr0071201 Cp7Fb CG15350
FBtr0071202 Cp7Fc CG15351
FBtr0071203 Cp36 CG1478
FBtr0071204 Cp38 CG11213
FBtr0071207 Nrg CG1634
FBtr0071208 Nrg CG1634
FBtr0071209 Nrg CG1634
FBtr0071212 Trf4-1 CG11265
FBtr0071213 Trf4-1 CG11265
FBtr0071214 CG12065 CG12065
FBtr0071215 CG12065 CG12065
FBtr0071216 CG12065 CG12065
FBtr0071217 CG12065 CG12065
FBtr0071218 CG12081 CG12081
FBtr0071219 Crag CG12737
FBtr0071220 Crag CG12737
FBtr0071221 Rubicon CG12772
FBtr0071222 CAH3 CG11284
FBtr0071223 Ogg1 CG1795
FBtr0071224 CG11294 CG11294
FBtr0071225 Ppt1 CG12108
FBtr0071228 Caf1-180 CG12109
FBtr0071230 spirit CG2056
FBtr0071231 spirit CG2056
FBtr0071232 CG12111 CG12111
FBtr0071233 CG12112 CG12112
FBtr0071234 IntS4 CG12113
FBtr0071235 PIP82 CG11219
FBtr0071236 otu CG12743
FBtr0071237 otu CG12743
FBtr0071238 otu CG12743
FBtr0071239 CG33223 CG33223
FBtr0071240 CG12116 CG12116
FBtr0071241 Sptr CG12117
FBtr0071242 CG15347 CG15347
FBtr0071243 CG32713 CG32713
FBtr0071244 org-1 CG11202
FBtr0071245 CG12123 CG12123
FBtr0071246 Miga CG12125
FBtr0071248 lawc CG32711
FBtr0071249 Hexo2 CG1787
FBtr0071250 CG1785 CG1785
FBtr0071251 CG1789 CG1789
FBtr0071253 CG12075 CG12075
FBtr0071254 CG12075 CG12075
FBtr0071255 Rbm13 CG10648
FBtr0071263 CG10962 CG10962
FBtr0071264 CG12662 CG12662
FBtr0071265 CG12661 CG12661
FBtr0071266 e(r) CG1871
FBtr0071267 e(r) CG1871
FBtr0071268 Uros1 CG1885
FBtr0071269 Moe CG10701
FBtr0071270 Moe CG10701
FBtr0071271 Moe CG10701
FBtr0071272 Moe CG10701
FBtr0071273 Moe CG10701
FBtr0071274 Moe CG10701
FBtr0071275 Moe CG10701
FBtr0071276 Moe CG10701
FBtr0071277 Moe CG10701
FBtr0071278 Moe CG10701
FBtr0071279 Lim1 CG11354
FBtr0071280 l(1)G0020 CG1994
FBtr0071281 CG2004 CG2004
FBtr0071284 HP1b CG7041
FBtr0071285 APC4 CG32707
FBtr0071286 CG32708 CG32708
FBtr0071287 CG32706 CG32706
FBtr0071288 CG6999 CG6999
FBtr0071289 CCT2 CG7033
FBtr0071293 Arfrp1 CG7039
FBtr0071294 AP-1gamma CG9113
FBtr0071295 AP-1gamma CG9113
FBtr0071296 AP-1gamma CG9113
FBtr0071297 AP-1gamma CG9113
FBtr0071298 AP-1gamma CG9113
FBtr0071299 CG7065 CG7065
FBtr0071300 Bap111 CG7055
FBtr0071302 Dlip1 CG15367
FBtr0071303 mei-P26 CG12218
FBtr0071304 CG12057 CG12057
FBtr0071305 CG12056 CG12056
FBtr0071306 CG12106 CG12106
FBtr0071307 Obp8a CG12665
FBtr0071308 CG15368 CG15368
FBtr0071309 CG15369 CG15369
FBtr0071310 CG15370 CG15370
FBtr0071311 Gr8a CG15371
FBtr0071313 Dsor1 CG15793
FBtr0071314 CG17754 CG17754
FBtr0071315 CG17754 CG17754
FBtr0071316 CG17754 CG17754
FBtr0071317 ric8a CG15797
FBtr0071319 Aladin CG16892
FBtr0071320 lz CG1689
FBtr0071321 c12.2 CG12149
FBtr0071324 c12.1 CG12135
FBtr0071326 c11.1 CG12132
FBtr0071327 Cfp1 CG17446
FBtr0071328 CG17440 CG17440
FBtr0071329 Erk7 CG32703
FBtr0071331 amx CG12127
FBtr0071332 mxc CG12124
FBtr0071333 Ir8a CG32704
FBtr0071334 CG12121 CG12121
FBtr0071335 t CG12120
FBtr0071336 SmydA-9 CG12119
FBtr0071338 su(r) CG2194
FBtr0071339 CG12118 CG12118
FBtr0071340 CG12118 CG12118
FBtr0071341 CG12115 CG12115
FBtr0071342 Zpr1 CG9060
FBtr0071343 CG9034 CG9034
FBtr0071344 Ost48 CG9022
FBtr0071345 His3.3B CG8989
FBtr0071346 His3.3B CG8989
FBtr0071347 His3.3B CG8989
FBtr0071348 fh CG8971
FBtr0071349 fend CG12664
FBtr0071350 Bx42 CG8264
FBtr0071351 CG7766 CG7766
FBtr0071352 CG7766 CG7766
FBtr0071353 CG7246 CG7246
FBtr0071356 CG10970 CG10970
FBtr0071357 CG15365 CG15365
FBtr0071358 BCL7-like CG17252
FBtr0071360 RpS28b CG2998
FBtr0071361 Hex-A CG3001
FBtr0071362 Hex-A CG3001
FBtr0071363 Gga CG3002
FBtr0071366 LysRS CG12141
FBtr0071367 LysRS CG12141
FBtr0071368 Lst8 CG3004
FBtr0071371 CG15317 CG15317
FBtr0071372 l(1)G0320 CG32701
FBtr0071373 CG32700 CG32700
FBtr0071374 CG32700 CG32700
FBtr0071379 btd CG12653
FBtr0071381 Sp1 CG1343
FBtr0071386 CARPB CG32698
FBtr0071387 Ser7 CG2045
FBtr0071388 CG1468 CG1468
FBtr0071389 CG9686 CG9686
FBtr0071390 CG9689 CG9689
FBtr0071391 CG9691 CG9691
FBtr0071392 CG9691 CG9691
FBtr0071393 Idgf4 CG1780
FBtr0071394 Idgf4 CG1780
FBtr0071395 CG1986 CG1986
FBtr0071397 CG15247 CG15247
FBtr0071398 CG32695 CG32695
FBtr0071402 nej CG15319
FBtr0071403 CG3106 CG3106
FBtr0071404 Ptpmeg2 CG32697
FBtr0071405 Ptpmeg2 CG32697
FBtr0071406 Ptpmeg2 CG32697
FBtr0071407 Ptpmeg2 CG32697
FBtr0071408 CG1889 CG1889
FBtr0071410 CG32694 CG32694
FBtr0071411 CG32694 CG32694
FBtr0071412 CG32694 CG32694
FBtr0071415 Dna2 CG2990
FBtr0071419 Yp1 CG2985
FBtr0071420 Gr9a CG32693
FBtr0071421 CG15312 CG15312
FBtr0071422 CG15312 CG15312
FBtr0071423 CG15312 CG15312
FBtr0071424 Yp2 CG2979
FBtr0071429 CG1791 CG1791
FBtr0071430 CG2972 CG2972
FBtr0071438 ATPsyndelta CG2968
FBtr0071439 CG34408 CG34408
FBtr0071441 CG2909 CG2909
FBtr0071444 CG17841 CG17841
FBtr0071445 CG2898 CG2898
FBtr0071446 flw CG2096
FBtr0071447 flw CG2096
FBtr0071448 RabX2 CG2885
FBtr0071449 Neb-cGP CG15304
FBtr0071450 CG2889 CG2889
FBtr0071451 PPP4R2r CG2890
FBtr0071452 PPP4R2r CG2890
FBtr0071453 PPP4R2r CG2890
FBtr0071458 CG32687 CG32687
FBtr0071459 CG2887 CG2887
FBtr0071460 nocte CG17255
FBtr0071461 nocte CG17255
FBtr0071462 Or9a CG15302
FBtr0071463 CG32683 CG32683
FBtr0071464 CG12640 CG12640
FBtr0071465 Psf3 CG2222
FBtr0071466 CG32681 CG32681
FBtr0071467 CG32686 CG32686
FBtr0071468 CG32686 CG32686
FBtr0071469 CG32679 CG32679
FBtr0071470 l(1)G0289 CG2221
FBtr0071471 CG15306 CG15306
FBtr0071472 Gip CG2227
FBtr0071481 CG12643 CG12643
FBtr0071484 CG2961 CG2961
FBtr0071486 CG2962 CG2962
FBtr0071487 Ypel CG15309
FBtr0071489 ZAP3 CG32685
FBtr0071490 Rab9D CG32678
FBtr0071491 CG2124 CG2124
FBtr0071492 CG2111 CG2111
FBtr0071493 X11Lbeta CG32677
FBtr0071494 ras CG1799
FBtr0071495 ras CG1799
FBtr0071497 BTBD9 CG1826
FBtr0071498 Atg8a CG32672
FBtr0071499 Tango5 CG32675
FBtr0071500 Tango5 CG32675
FBtr0071501 Tango5 CG32675
FBtr0071502 Rph CG11556
FBtr0071503 stx CG32676
FBtr0071504 CG12637 CG12637
FBtr0071505 Rab9E CG32673
FBtr0071506 CG9806 CG9806
FBtr0071507 Rab9Db CG9807
FBtr0071510 CG1628 CG1628
FBtr0071511 Hmr CG1619
FBtr0071512 CG15296 CG15296
FBtr0071515 Ipk1 CG30295
FBtr0071517 CAH15 CG9235
FBtr0071519 Act57B CG10067
FBtr0071520 CG9344 CG9344
FBtr0071521 CG9313 CG9313
FBtr0071522 Prosalpha3 CG9327
FBtr0071524 CG10543 CG10543
FBtr0071526 CG9346 CG9346
FBtr0071527 RIC-3 CG30296
FBtr0071528 RIC-3 CG30296
FBtr0071530 ND-B14.7 CG9350
FBtr0071532 cpa CG10540
FBtr0071533 mRpL54 CG9353
FBtr0071534 Cht8 CG9357
FBtr0071535 Treh CG9364
FBtr0071536 Treh CG9364
FBtr0071537 Treh CG9364
FBtr0071538 Treh CG9364
FBtr0071539 Treh CG9364
FBtr0071540 Treh CG9364
FBtr0071541 CG10527 CG10527
FBtr0071542 Cht9 CG10531
FBtr0071543 Cht4 CG3986
FBtr0071544 Cht12 CG30293
FBtr0071545 CG15653 CG15653
FBtr0071546 shg CG3722
FBtr0071547 Sou CG3295
FBtr0071548 grau CG33133
FBtr0071549 CG30291 CG30291
FBtr0071553 CG15651 CG15651
FBtr0071554 CG15650 CG15650
FBtr0071555 CG15649 CG15649
FBtr0071556 hbn CG33152
FBtr0071559 Dso1 CG15231
FBtr0071560 CG9993 CG9993
FBtr0071561 CG17999 CG17999
FBtr0071562 insc CG11312
FBtr0071563 sktl CG9985
FBtr0071567 CG9394 CG9394
FBtr0071569 mago CG9401
FBtr0071570 CG9406 CG9406
FBtr0071573 Hmg-2 CG9418
FBtr0071574 tRNA:Trp-CCA-2-4 CR30208
FBtr0071575 hng1 CG9437
FBtr0071576 Xpd CG9433
FBtr0071578 Pu CG9441
FBtr0071579 Pu CG9441
FBtr0071580 Pu CG9441
FBtr0071581 tRNA:Gly-GCC-1-13 CR30210
FBtr0071582 tud CG9450
FBtr0071583 Lapsyn CG15658
FBtr0071589 MFS16 CG10069
FBtr0071590 MFS16 CG10069
FBtr0071591 MFS16 CG10069
FBtr0071592 RpL29 CG10071
FBtr0071593 RpL29 CG10071
FBtr0071599 CG9485 CG9485
FBtr0071600 CG9485 CG9485
FBtr0071601 CG9485 CG9485
FBtr0071602 dom CG9696
FBtr0071603 dom CG9696
FBtr0071604 dom CG9696
FBtr0071606 Acox57D-p CG9707
FBtr0071607 Acox57D-d CG9709
FBtr0071608 eEFSec CG9841
FBtr0071609 bisc CG10795
FBtr0071610 cv-2 CG15671
FBtr0071611 CG17974 CG17974
FBtr0071612 CG9822 CG9822
FBtr0071613 CG30394 CG30394
FBtr0071614 CG30394 CG30394
FBtr0071615 Panx CG9754
FBtr0071616 CG9752 CG9752
FBtr0071617 Sgf29 CG30390
FBtr0071618 CG30392 CG30392
FBtr0071619 CG10505 CG10505
FBtr0071620 CG30393 CG30393
FBtr0071621 CG30391 CG30391
FBtr0071622 ASPP CG18375
FBtr0071623 ASPP CG18375
FBtr0071624 Ugt49C1 CG15661
FBtr0071625 Ugt49B1 CG4302
FBtr0071626 tRNA:Trp-CCA-2-6 CR30209
FBtr0071627 CG4286 CG4286
FBtr0071628 LSm1 CG4279
FBtr0071629 CG4266 CG4266
FBtr0071630 tRNA:Gly-GCC-1-12 CR30207
FBtr0071631 tRNA:Trp-CCA-2-3 CR30206
FBtr0071632 CG30389 CG30389
FBtr0071633 CG30389 CG30389
FBtr0071635 CG15657 CG15657
FBtr0071636 Magi CG30388
FBtr0071637 Tmtc3 CG4050
FBtr0071638 Tmtc3 CG4050
FBtr0071639 CG4038 CG4038
FBtr0071640 Rbpn-5 CG4030
FBtr0071641 Sara CG15667
FBtr0071653 Egfr CG10079
FBtr0071654 Egfr CG10079
FBtr0071658 mahj CG10080
FBtr0071659 CG15674 CG15674
FBtr0071660 CG10321 CG10321
FBtr0071661 Ip6k CG10082
FBtr0071662 Ip6k CG10082
FBtr0071663 ND-B12 CG10320
FBtr0071666 NC2alpha CG10318
FBtr0071668 CG15676 CG15676
FBtr0071670 eIF3k CG10306
FBtr0071671 CG10307 CG10307
FBtr0071672 Ppcdc CG30290
FBtr0071673 HmgZ CG17921
FBtr0071674 HmgZ CG17921
FBtr0071675 CngB CG17922
FBtr0071676 Tim10 CG9878
FBtr0071677 Tim10 CG9878
FBtr0071678 CG30285 CG30285
FBtr0071679 Tbp CG9874
FBtr0071680 PIG-M CG9865
FBtr0071681 PIG-M CG9865
FBtr0071682 pirk CG15678
FBtr0071683 Rae1 CG9862
FBtr0071684 CG30284 CG30284
FBtr0071685 CG30284 CG30284
FBtr0071686 PTP-ER CG9856
FBtr0071687 clt CG9858
FBtr0071688 CG18870 CG18870
FBtr0071690 CG10433 CG10433
FBtr0071691 CG10433 CG10433
FBtr0071692 twz CG10440
FBtr0071695 CG30287 CG30287
FBtr0071697 CG30289 CG30289
FBtr0071699 CG10494 CG10494
FBtr0071700 CG10494 CG10494
FBtr0071701 TAF1C-like CG10496
FBtr0071703 Fkbp14 CG9847
FBtr0071706 Sdc CG10497
FBtr0071707 Sdc CG10497
FBtr0071708 HmgD CG17950
FBtr0071709 HmgD CG17950
FBtr0071710 CG30398 CG30398
FBtr0071711 LBR CG17952
FBtr0071712 LBR CG17952
FBtr0071713 LBR CG17952
FBtr0071714 Grx1t CG7975
FBtr0071716 CG4021 CG4021
FBtr0071720 CG9294 CG9294
FBtr0071723 CG13488 CG13488
FBtr0071726 CG9304 CG9304
FBtr0071727 Gr58c CG13491
FBtr0071728 Gr58a CG30396
FBtr0071731 dany CG30401
FBtr0071732 Gr58b CG13495
FBtr0071733 CG13494 CG13494
FBtr0071734 PpN58A CG3245
FBtr0071735 comr CG13493
FBtr0071736 tRNA:Gly-TCC-2-2 CR30406
FBtr0071737 tRNA:Gly-TCC-2-1 CR30407
FBtr0071738 CG4372 CG4372
FBtr0071739 CG4377 CG4377
FBtr0071740 CG4363 CG4363
FBtr0071743 tpr CG4386
FBtr0071744 CG18735 CG18735
FBtr0071745 Loxl2 CG4402
FBtr0071746 Tango11 CG30404
FBtr0071747 Tango11 CG30404
FBtr0071749 CG9308 CG9308
FBtr0071755 GlcT CG6437
FBtr0071756 Synj CG6562
FBtr0071757 Synj CG6562
FBtr0071758 Plekhm1 CG6613
FBtr0071760 CG30281 CG30281
FBtr0071761 mei-S332 CG5303
FBtr0071762 NtR CG6698
FBtr0071763 a CG6741
FBtr0071764 a CG6741
FBtr0071765 CG11269 CG11269
FBtr0071766 gom CG6727
FBtr0071767 Fbxo42 CG6758
FBtr0071769 CG11275 CG11275
FBtr0071770 MED16 CG5465
FBtr0071771 Vps35 CG5625
FBtr0071772 Vps35 CG5625
FBtr0071773 CG11291 CG11291
FBtr0071774 ari-2 CG5709
FBtr0071775 dve CG5799
FBtr0071776 dve CG5799
FBtr0071777 Oatp58Dc CG3380
FBtr0071779 Oatp58Da CG30277
FBtr0071780 CG30278 CG30278
FBtr0071781 Alp8 CG3264
FBtr0071782 Alp2 CG3290
FBtr0071783 Alp7 CG3292
FBtr0071784 Swim CG3074
FBtr0071785 Swim CG3074
FBtr0071786 CG11170 CG11170
FBtr0071787 CG3045 CG3045
FBtr0071790 GM130 CG11061
FBtr0071791 Vrp1 CG13503
FBtr0071792 Vrp1 CG13503
FBtr0071793 Vrp1 CG13503
FBtr0071794 Vrp1 CG13503
FBtr0071795 Vrp1 CG13503
FBtr0071796 Vrp1 CG13503
FBtr0071797 flap CG11073
FBtr0071799 CG13502 CG13502
FBtr0071800 CG2921 CG2921
FBtr0071802 CG11474 CG11474
FBtr0071803 CG11475 CG11475
FBtr0071804 CG13501 CG13501
FBtr0071805 CG13500 CG13500
FBtr0071806 PpD5 CG10138
FBtr0071811 CG5819 CG5819
FBtr0071812 CG5819 CG5819
FBtr0071813 Gp150 CG5820
FBtr0071814 Gp150 CG5820
FBtr0071815 Gp150 CG5820
FBtr0071816 Gp150 CG5820
FBtr0071819 CG11298 CG11298
FBtr0071820 Rtf1 CG10955
FBtr0071821 wrapper CG10382
FBtr0071822 CG13506 CG13506
FBtr0071823 CG6044 CG6044
FBtr0071826 VepD CG33200
FBtr0071827 PolE4 CG11301
FBtr0071828 qkr58E-2 CG5821
FBtr0071830 ppk12 CG10972
FBtr0071832 CG4752 CG4752
FBtr0071833 CG4554 CG4554
FBtr0071834 CG4610 CG4610
FBtr0071835 gas CG6018
FBtr0071836 CG11362 CG11362
FBtr0071837 dnr1 CG12489
FBtr0071838 px CG4444
FBtr0071840 CG10344 CG10344
FBtr0071841 CG10344 CG10344
FBtr0071842 mRpS29 CG3633
FBtr0071843 qkr58E-1 CG3613
FBtr0071845 babos CG3624
FBtr0071846 Liprin-gamma CG11206
FBtr0071847 Liprin-gamma CG11206
FBtr0071848 T3dh CG3425
FBtr0071849 wdp CG3413
FBtr0071850 wdp CG3413
FBtr0071851 wdp CG3413
FBtr0071852 wdp CG3413
FBtr0071853 CG3927 CG3927
FBtr0071854 CG4269 CG4269
FBtr0071855 RpS16 CG4046
FBtr0071856 Vps20 CG4071
FBtr0071858 CG33143 CG33143
FBtr0071860 bonsai CG4207
FBtr0071861 nsr CG3875
FBtr0071862 CG13510 CG13510
FBtr0071863 CG13511 CG13511
FBtr0071865 CG4250 CG4250
FBtr0071867 CG30269 CG30269
FBtr0071868 RYBP CG12190
FBtr0071870 Obp59a CG13517
FBtr0071871 Obp58b CG13518
FBtr0071872 Obp58d CG13519
FBtr0071878 CG13526 CG13526
FBtr0071880 CG13527 CG13527
FBtr0071883 blw CG3612
FBtr0071888 CG30274 CG30274
FBtr0071890 MFS1 CG30272
FBtr0071891 CG30265 CG30265
FBtr0071893 CG9825 CG9825
FBtr0071894 CG9826 CG9826
FBtr0071897 RpL23 CG3661
FBtr0071898 fd59A CG3668
FBtr0071899 CG13532 CG13532
FBtr0071900 PIP5K59B CG3682
FBtr0071902 asrij CG13533
FBtr0071903 MED23 CG3695
FBtr0071904 CG3700 CG3700
FBtr0071905 Gmer CG3495
FBtr0071906 YME1L CG3499
FBtr0071907 EMC8-9 CG3501
FBtr0071909 inaD CG3504
FBtr0071910 CG13531 CG13531
FBtr0071911 CycB CG3510
FBtr0071913 CycB CG3510
FBtr0071914 CycB CG3510
FBtr0071919 jbug CG30092
FBtr0071920 Obp58c CG13524
FBtr0071921 CG30259 CG30259
FBtr0071922 robo1 CG13521
FBtr0071924 Ppa CG9952
FBtr0071927 CG30196 CG30196
FBtr0071928 Cyp6d2 CG4373
FBtr0071929 CG3746 CG3746
FBtr0071931 CG30195 CG30195
FBtr0071933 CG2852 CG2852
FBtr0071934 Ugt317A1 CG4414
FBtr0071935 RpS24 CG3751
FBtr0071936 CG3732 CG3732
FBtr0071937 Cdk9 CG5179
FBtr0071938 CG17807 CG17807
FBtr0071940 tous CG4329
FBtr0071942 nahoda CG12781
FBtr0071943 nahoda CG12781
FBtr0071951 CG9849 CG9849
FBtr0071953 twi CG2956
FBtr0071958 l(2)k09913 CG3082
FBtr0071959 l(2)k09913 CG3082
FBtr0071960 l(2)k09913 CG3082
FBtr0071961 l(2)k09913 CG3082
FBtr0071962 tRNA:Ser-TGA-2-1 CR30202
FBtr0071963 CG3085 CG3085
FBtr0071964 Gr59a CG30189
FBtr0071965 Gr59b CG30191
FBtr0071966 CG13538 CG13538
FBtr0071967 CG30192 CG30192
FBtr0071968 Klp59D CG12192
FBtr0071969 CG9899 CG9899
FBtr0071973 CG13544 CG13544
FBtr0071974 Gpdh2 CG3215
FBtr0071975 Klp59C CG3219
FBtr0071976 Gr59d CG30330
FBtr0071977 Gr59c CG30186
FBtr0071978 RpL37b CG9873
FBtr0071979 CG9876 CG9876
FBtr0071980 CG9877 CG9877
FBtr0071982 Fib CG9888
FBtr0071983 tRNA:Ser-TGA-1-1 CR30201
FBtr0071984 CG9890 CG9890
FBtr0071985 DCTN3-p24 CG9893
FBtr0071988 CG9896 CG9896
FBtr0071990 CG32833 CG32833
FBtr0071993 CG3831 CG3831
FBtr0071994 CNBP CG3800
FBtr0071995 CG3788 CG3788
FBtr0071996 Nup214 CG3820
FBtr0071998 CG13539 CG13539
FBtr0071999 CG3092 CG3092
FBtr0072001 atlas CG13541
FBtr0072002 CG9861 CG9861
FBtr0072006 CG9875 CG9875
FBtr0072010 Ice1 CG13550
FBtr0072011 yellow-d CG9889
FBtr0072012 yellow-d2 CG9891
FBtr0072013 eIF2Bdelta CG10315
FBtr0072014 eIF2Bdelta CG10315
FBtr0072015 eIF2Bdelta CG10315
FBtr0072016 CG30411 CG30411
FBtr0072019 CG13557 CG13557
FBtr0072020 Or59c CG17226
FBtr0072021 Or59b CG3569
FBtr0072022 SkpF CG12227
FBtr0072023 Or59a CG9820
FBtr0072024 CG9815 CG9815
FBtr0072025 CG9812 CG9812
FBtr0072027 CG3520 CG3520
FBtr0072028 Mtmr6 CG3530
FBtr0072029 Mtmr6 CG3530
FBtr0072030 roh CG30415
FBtr0072031 roh CG30415
FBtr0072033 CG13551 CG13551
FBtr0072034 CG13551 CG13551
FBtr0072036 Golgin245 CG3493
FBtr0072037 vir CG3496
FBtr0072038 CG3500 CG3500
FBtr0072040 CG30413 CG30413
FBtr0072041 tbrd-3 CG30417
FBtr0072043 CG30412 CG30412
FBtr0072044 CG30412 CG30412
FBtr0072045 Prosbeta5R1 CG9868
FBtr0072046 CG3124 CG3124
FBtr0072047 ord CG3134
FBtr0072048 CG12782 CG12782
FBtr0072049 RpL22-like CG9871
FBtr0072050 yip3 CG13549
FBtr0072051 yip3 CG13549
FBtr0072052 LS2 CG3162
FBtr0072056 CG13558 CG13558
FBtr0072057 CG13559 CG13559
FBtr0072058 mi CG5360
FBtr0072059 Gr59f CG33150
FBtr0072060 AIMP3 CG30185
FBtr0072061 levy CG17280
FBtr0072062 Dcp-1 CG5370
FBtr0072064 Pi3K59F CG5373
FBtr0072065 CG30184 CG30184
FBtr0072066 apt CG5393
FBtr0072067 apt CG5393
FBtr0072068 apt CG5393
FBtr0072069 apt CG5393
FBtr0072070 apt CG5393
FBtr0072071 Eglp1 CG5398
FBtr0072072 retn CG5403
FBtr0072073 retn CG5403
FBtr0072083 angel CG12273
FBtr0072084 mRpL43 CG5479
FBtr0072085 l(2)dtl CG11295
FBtr0072087 Sesn CG11299
FBtr0072088 CG13560 CG13560
FBtr0072089 CG12491 CG12491
FBtr0072090 CG11300 CG11300
FBtr0072091 CG5532 CG5532
FBtr0072094 CG18128 CG18128
FBtr0072095 Alg3 CG4084
FBtr0072096 sigmar CG4091
FBtr0072097 sigmar CG4091
FBtr0072098 sigmar CG4091
FBtr0072099 CG30183 CG30183
FBtr0072100 l(2)efl CG4533
FBtr0072102 Eglp4 CG4019
FBtr0072103 Eglp4 CG4019
FBtr0072104 Eglp4 CG4019
FBtr0072105 Eglp4 CG4019
FBtr0072107 Eglp2 CG17664
FBtr0072109 CG10332 CG10332
FBtr0072111 Rrp4 CG3931
FBtr0072112 pita CG3941
FBtr0072113 pita CG3941
FBtr0072114 wmd CG3957
FBtr0072115 Gr59e CG33151
FBtr0072116 ppk3 CG30181
FBtr0072117 bw CG17632
FBtr0072120 RabX1 CG3870
FBtr0072121 CG3906 CG3906
FBtr0072122 CG30177 CG30177
FBtr0072123 CG5539 CG5539
FBtr0072124 CG5543 CG5543
FBtr0072126 CG5554 CG5554
FBtr0072127 gbb CG5562
FBtr0072128 CG5569 CG5569
FBtr0072129 ken CG5575
FBtr0072130 TM4SF CG11303
FBtr0072131 CG5597 CG5597
FBtr0072132 DNAlig1 CG5602
FBtr0072133 CG17658 CG17658
FBtr0072134 Lpt CG5591
FBtr0072135 CG13562 CG13562
FBtr0072136 kcc CG5594
FBtr0072137 kcc CG5594
FBtr0072138 kcc CG5594
FBtr0072139 kcc CG5594
FBtr0072140 CG2812 CG2812
FBtr0072141 Taldo CG2827
FBtr0072142 Galphas CG2835
FBtr0072143 Galphas CG2835
FBtr0072144 Galphas CG2835
FBtr0072145 Stoml2 CG2970
FBtr0072146 fzr2 CG16783
FBtr0072147 thoc5 CG2980
FBtr0072148 alpha-Catr CG2987
FBtr0072150 Fmo-1 CG3006
FBtr0072151 Alas CG3017
FBtr0072152 or CG3029
FBtr0072153 CG3065 CG3065
FBtr0072154 CG3065 CG3065
FBtr0072155 CG3065 CG3065
FBtr0072156 mr CG3060
FBtr0072157 Sox14 CG3090
FBtr0072158 Sox14 CG3090
FBtr0072159 CG30178 CG30178
FBtr0072160 Pask CG3105
